Employee_ID,Age,Gender,Marital_Status,Department,Job_Role,Job_Level,Monthly_Income,Hourly_Rate,Years_at_Company,Years_in_Current_Role,Years_Since_Last_Promotion,Work_Life_Balance,Job_Satisfaction,Performance_Rating,Training_Hours_Last_Year,Overtime,Project_Count,Average_Hours_Worked_Per_Week,Absenteeism,Work_Environment_Satisfaction,Relationship_with_Manager,Job_Involvement,Distance_From_Home,Number_of_Companies_Worked,Attrition
4708,21,Female,Divorced,Marketing,Manager,2,8802,31,19,7,8,4,3,1,78,Yes,9,59,15,3,4,4,24,2,Yes
4709,20,Male,Divorced,HR,Executive,2,10638,83,24,8,4,1,4,3,45,Yes,1,42,5,2,1,2,48,3,No
4710,59,Female,Divorced,IT,Assistant,5,17990,49,3,4,7,2,4,1,7,Yes,6,49,8,2,4,3,5,3,No
4711,49,Male,Married,IT,Manager,2,6710,97,20,5,9,4,1,3,5,Yes,3,37,14,3,3,4,23,3,No
4712,30,Male,Divorced,Sales,Manager,3,19441,61,2,13,1,1,1,3,58,Yes,3,37,5,3,2,1,22,1,No
4713,47,Male,Divorced,Sales,Executive,3,19465,73,24,7,4,4,4,1,4,Yes,9,32,5,4,1,1,1,2,No
4714,31,Female,Married,Sales,Assistant,4,8989,75,6,9,0,3,4,2,77,No,9,41,6,1,2,4,28,4,No
4715,58,Female,Single,Finance,Assistant,5,9507,36,25,8,1,3,4,1,67,Yes,5,50,0,4,4,3,38,2,No
4716,45,Female,Married,Marketing,Analyst,2,8165,41,24,7,2,3,4,3,2,No,8,42,8,4,3,4,6,4,No
4717,32,Female,Divorced,HR,Executive,5,17804,86,29,4,7,4,2,4,31,Yes,7,51,15,3,1,4,32,3,No
4718,27,Female,Single,Sales,Executive,2,6706,29,4,11,9,2,1,4,87,No,1,59,12,3,3,4,13,4,No
4719,47,Female,Married,HR,Assistant,4,7114,50,29,1,2,1,4,4,61,No,4,59,16,1,4,2,1,1,No
4720,49,Female,Single,Sales,Executive,3,5317,71,13,1,3,3,4,2,87,No,4,46,8,2,2,2,46,3,Yes
4721,28,Male,Single,IT,Manager,3,7672,90,8,12,3,2,1,1,29,Yes,5,55,0,1,3,1,14,3,No
4722,58,Female,Divorced,HR,Manager,1,17323,55,15,5,8,2,5,2,48,No,3,43,16,1,3,3,37,1,No
4723,50,Female,Married,Finance,Manager,5,14103,59,1,14,3,2,4,3,11,Yes,6,31,19,4,1,4,38,3,No
4724,40,Female,Divorced,Sales,Executive,2,17750,57,27,7,8,4,3,1,88,No,6,48,16,1,1,4,9,2,No
4725,53,Male,Married,Marketing,Analyst,1,16976,26,25,11,7,2,2,1,49,No,2,56,11,4,2,3,34,3,No
4726,50,Male,Married,IT,Analyst,5,6814,82,16,12,3,1,5,4,81,No,7,36,8,4,3,1,43,4,No
4727,44,Male,Married,Sales,Assistant,2,17351,81,21,8,2,2,5,2,17,No,4,47,3,3,3,2,20,4,No
4728,31,Female,Single,HR,Executive,4,7715,18,20,7,1,2,1,1,92,Yes,4,56,8,2,1,1,48,1,No
4729,20,Male,Single,Sales,Assistant,5,9646,79,5,4,7,1,2,4,46,Yes,1,50,0,3,4,4,33,2,No
4730,41,Male,Divorced,IT,Executive,2,18754,19,13,11,7,1,3,2,62,Yes,6,39,0,3,1,4,45,1,No
4731,59,Female,Married,Marketing,Analyst,3,13091,16,17,14,0,3,2,2,43,Yes,5,38,10,4,2,2,21,3,No
4732,56,Female,Married,Marketing,Manager,5,11632,60,2,7,6,4,5,3,20,No,3,41,7,3,4,3,26,4,No
4733,20,Female,Single,Marketing,Executive,2,19964,89,13,6,7,1,5,1,47,No,4,46,2,3,3,4,39,4,No
4734,20,Male,Married,IT,Analyst,3,3375,23,2,8,6,2,2,2,65,Yes,5,37,4,2,3,2,9,1,No
4735,40,Female,Divorced,Sales,Analyst,3,8577,22,11,9,2,3,1,2,31,Yes,7,53,19,4,1,2,6,1,No
4736,34,Female,Married,IT,Analyst,1,6801,72,29,1,3,1,1,2,93,No,6,42,7,3,4,1,29,4,No
4737,36,Female,Married,IT,Manager,2,18447,77,15,2,4,1,5,2,44,No,7,53,2,4,4,1,36,4,No
4738,41,Female,Single,Sales,Analyst,1,9489,75,9,8,0,3,3,3,50,Yes,9,50,8,2,3,4,39,4,No
4739,57,Female,Married,Finance,Assistant,1,3728,29,22,7,9,4,5,1,52,No,6,57,5,2,4,2,19,1,No
4740,54,Female,Divorced,Marketing,Analyst,4,13629,87,19,7,2,1,2,1,27,Yes,4,38,3,3,3,1,44,4,No
4741,35,Male,Divorced,HR,Analyst,1,7275,56,4,3,5,3,4,3,88,Yes,4,34,3,1,4,1,28,2,No
4742,27,Female,Divorced,HR,Executive,1,5423,64,29,7,2,2,4,1,61,No,5,43,7,1,2,3,35,2,No
4743,36,Male,Divorced,Sales,Executive,4,13160,65,17,4,4,1,3,3,28,Yes,1,41,3,4,4,4,39,4,Yes
4744,36,Male,Single,HR,Executive,4,9633,39,15,10,3,2,3,4,60,Yes,7,51,1,3,1,4,3,3,No
4745,45,Female,Married,Finance,Analyst,5,5247,36,7,10,1,3,3,1,7,Yes,4,38,2,1,1,2,37,4,No
4746,32,Male,Single,IT,Analyst,1,14048,36,23,2,3,4,1,4,45,No,1,35,14,2,4,2,14,3,Yes
4747,36,Male,Divorced,Marketing,Assistant,3,8574,88,13,1,3,1,5,2,30,Yes,9,58,9,4,1,1,15,2,No
4748,57,Male,Married,HR,Manager,4,8993,83,8,8,2,4,2,3,65,No,8,55,15,2,1,1,27,3,No
4749,36,Female,Single,HR,Analyst,2,4912,83,1,5,7,1,5,1,61,No,9,41,1,3,2,2,30,3,No
4750,33,Male,Married,Sales,Manager,5,12886,80,9,10,5,4,2,2,17,Yes,8,51,13,3,2,1,21,4,No
4751,25,Male,Divorced,Sales,Analyst,5,7531,78,18,4,0,2,4,4,54,No,4,45,1,2,3,4,23,3,No
4752,54,Male,Divorced,IT,Manager,1,4737,36,29,14,8,3,5,3,84,No,7,31,17,2,4,2,9,4,No
4753,33,Male,Married,Marketing,Executive,3,8697,27,17,9,2,4,2,2,36,Yes,1,41,8,1,4,2,7,4,No
4754,27,Female,Married,HR,Analyst,4,3045,41,17,14,3,1,2,4,85,No,5,58,10,3,4,3,45,1,No
4755,34,Female,Divorced,IT,Assistant,2,10019,61,8,13,9,4,4,3,29,Yes,9,50,0,4,2,2,34,3,No
4756,46,Male,Single,Marketing,Manager,1,8891,35,3,5,9,2,5,3,82,Yes,8,31,0,3,2,2,1,3,No
4757,32,Female,Divorced,IT,Executive,3,4941,45,29,10,6,2,5,4,20,No,9,37,11,1,1,2,24,2,No
4758,50,Female,Married,HR,Assistant,1,14657,93,22,2,4,1,1,3,77,No,2,33,17,1,3,1,17,3,No
4759,54,Male,Single,Sales,Executive,1,12470,52,22,9,3,1,5,2,12,Yes,6,32,11,1,1,4,49,2,Yes
4760,25,Female,Divorced,Sales,Analyst,5,6919,53,11,10,1,4,4,1,98,Yes,2,54,14,2,1,3,1,3,No
4761,24,Female,Married,Sales,Assistant,2,9058,50,2,7,4,3,2,4,18,Yes,6,46,15,3,4,3,4,4,No
4762,41,Male,Married,Finance,Manager,2,17981,79,2,9,7,4,4,4,3,Yes,4,46,5,4,4,2,30,4,No
4763,42,Male,Married,IT,Manager,2,15440,25,16,5,1,1,4,1,20,No,5,38,5,4,2,2,35,3,No
4764,44,Female,Single,HR,Assistant,2,6838,83,17,7,0,3,4,3,23,No,5,34,6,1,4,2,34,3,No
4765,53,Female,Single,IT,Manager,4,14011,48,9,8,5,3,5,3,44,Yes,7,57,17,2,3,1,42,3,Yes
4766,45,Female,Single,Sales,Executive,4,17575,19,1,12,0,3,3,1,12,Yes,5,47,4,2,3,2,47,1,No
4767,24,Female,Single,IT,Assistant,2,18819,34,29,4,8,3,4,1,21,Yes,1,43,6,1,2,3,10,4,No
4768,45,Male,Married,Marketing,Manager,3,5650,77,29,8,7,1,2,4,86,Yes,6,52,18,3,1,2,35,1,No
4769,39,Male,Married,IT,Executive,4,11431,59,22,7,3,1,1,1,48,No,9,45,19,4,1,3,48,1,Yes
4770,25,Male,Single,Finance,Manager,4,6254,56,12,3,6,3,5,3,47,No,7,31,12,3,4,3,22,2,Yes
4771,25,Male,Single,Finance,Executive,3,9402,27,25,14,9,3,3,1,16,Yes,5,37,3,4,2,4,19,1,No
4772,37,Male,Married,Sales,Analyst,2,11691,23,6,11,3,1,3,1,19,Yes,7,50,10,2,3,2,31,4,No
4773,23,Female,Divorced,HR,Executive,1,15061,19,11,11,5,3,4,2,31,No,4,58,11,1,3,3,30,3,No
4774,36,Female,Divorced,Marketing,Manager,4,7392,52,6,8,9,1,2,3,49,No,7,30,1,1,2,4,2,4,No
4775,33,Male,Married,HR,Executive,1,16370,63,20,4,6,1,1,1,61,No,7,40,11,3,1,1,37,1,No
4776,33,Male,Single,HR,Manager,1,10719,42,5,2,8,1,3,2,14,Yes,7,43,18,3,2,1,33,4,No
4777,32,Male,Single,Marketing,Assistant,3,14820,57,13,9,1,2,5,2,41,No,9,45,1,4,3,1,14,2,No
4778,26,Female,Married,Finance,Assistant,2,12621,84,1,8,9,4,2,3,10,Yes,1,54,7,1,3,3,25,1,No
4779,34,Female,Divorced,Sales,Analyst,1,11718,55,16,4,7,4,5,4,36,No,4,34,12,2,3,1,16,2,No
4780,38,Female,Married,IT,Executive,2,4808,58,19,3,8,1,4,4,67,No,1,59,17,2,3,1,26,3,Yes
4781,54,Male,Married,Finance,Analyst,5,12402,43,11,3,3,4,1,1,37,Yes,9,37,3,4,2,2,36,3,No
4782,36,Male,Married,Sales,Assistant,2,11175,82,22,6,7,3,5,1,80,No,7,39,17,3,1,3,21,4,No
4783,54,Male,Single,Finance,Executive,3,12240,96,2,2,9,2,1,3,60,Yes,6,57,14,4,2,4,14,1,No
4784,38,Male,Single,Marketing,Executive,3,18026,93,1,11,4,3,5,4,60,Yes,1,46,13,3,2,1,12,3,No
4785,39,Male,Single,HR,Analyst,5,7668,39,13,3,8,4,3,2,92,Yes,1,48,14,1,1,4,41,3,Yes
4786,55,Female,Divorced,Marketing,Analyst,3,19300,82,17,1,1,1,3,3,14,No,6,53,15,1,3,1,28,2,No
4787,54,Male,Married,IT,Executive,2,12346,28,14,10,0,2,4,4,27,No,3,46,7,3,4,2,38,4,Yes
4788,51,Female,Married,Marketing,Executive,2,14230,73,17,5,9,4,2,2,86,No,1,56,18,2,1,1,20,2,No
4789,59,Female,Divorced,HR,Executive,2,17839,76,26,13,5,4,1,1,66,No,3,30,16,2,3,2,30,1,No
4790,43,Female,Single,Finance,Analyst,3,13477,31,10,3,3,4,2,3,20,No,4,51,15,2,3,4,30,2,No
4791,36,Female,Married,Sales,Manager,2,5239,33,28,11,5,2,2,3,28,No,3,56,4,3,2,3,45,1,No
4792,26,Female,Divorced,IT,Assistant,4,14370,43,17,7,6,3,2,1,60,No,6,39,0,2,1,2,20,3,No
4793,20,Male,Single,Finance,Assistant,5,19812,92,13,9,8,3,2,4,15,Yes,6,59,12,3,2,3,28,4,No
4794,54,Male,Single,Sales,Analyst,4,13476,80,6,5,0,4,2,2,42,Yes,5,44,14,2,1,3,8,3,No
4795,51,Male,Married,HR,Executive,2,17484,59,26,2,2,4,5,2,23,Yes,5,57,8,3,4,1,10,4,No
4796,55,Female,Single,Marketing,Assistant,3,6866,85,4,2,1,1,2,4,95,No,5,45,9,1,1,1,26,4,Yes
4797,32,Female,Divorced,Finance,Assistant,5,3850,42,4,12,4,2,1,3,30,No,1,35,17,4,4,2,46,4,No
4798,25,Female,Single,Sales,Assistant,4,13851,73,14,14,9,1,3,4,97,No,5,31,3,2,2,4,4,4,Yes
4799,33,Female,Married,Sales,Assistant,2,16231,68,4,4,7,2,2,4,84,No,7,30,9,4,1,1,4,3,No
4800,56,Female,Divorced,Marketing,Executive,3,5144,22,24,10,4,4,4,4,12,Yes,3,37,4,2,1,1,33,2,No
4801,34,Female,Single,Finance,Analyst,2,9550,24,23,12,7,2,1,2,24,No,3,33,6,1,4,3,22,1,Yes
4802,23,Male,Single,Finance,Executive,4,13764,35,5,14,2,4,5,2,5,No,9,40,17,2,4,1,24,1,No
4803,59,Female,Single,HR,Executive,4,8342,49,14,14,9,4,3,1,85,No,9,39,1,1,1,4,40,2,No
4804,35,Female,Divorced,Finance,Assistant,5,11594,18,15,9,0,3,3,2,78,No,9,49,2,1,1,4,47,1,No
4805,47,Male,Single,Marketing,Assistant,3,6657,67,23,11,3,4,3,1,42,Yes,7,52,0,3,4,3,40,1,No
4806,35,Female,Married,Finance,Executive,1,12993,99,8,2,2,4,4,2,81,Yes,3,38,17,3,1,2,30,3,No
4807,23,Male,Divorced,HR,Executive,2,3183,39,26,5,7,4,2,1,94,No,6,41,6,1,2,2,20,3,No
4808,45,Male,Divorced,Sales,Executive,3,16182,34,24,13,7,3,5,4,50,No,7,43,13,3,1,2,45,1,No
4809,47,Male,Single,Finance,Manager,1,18745,85,11,7,7,2,5,3,74,Yes,7,34,5,1,1,3,47,4,No
4810,51,Female,Divorced,Marketing,Assistant,3,4516,85,7,10,2,2,5,4,88,Yes,1,32,1,3,2,1,38,4,No
4811,21,Male,Married,Finance,Analyst,2,7156,36,23,12,7,2,2,3,40,Yes,7,40,3,3,2,4,2,1,No
4812,50,Male,Divorced,IT,Analyst,2,8085,63,13,4,5,4,5,4,88,No,9,57,10,2,2,3,39,4,No
4813,22,Female,Married,HR,Analyst,5,6693,20,14,7,7,1,5,3,81,No,9,39,4,2,4,3,17,3,No
4814,27,Male,Single,Sales,Manager,4,15433,65,9,7,8,2,3,2,34,No,1,41,8,2,1,3,36,4,No
4815,43,Female,Divorced,IT,Manager,4,15470,41,27,2,0,3,2,3,43,Yes,3,33,17,4,2,4,38,2,Yes
4816,34,Female,Married,Marketing,Analyst,4,15140,32,15,2,0,2,1,3,13,Yes,6,30,2,3,1,1,18,3,Yes
4817,50,Male,Single,Finance,Analyst,5,15946,26,21,2,3,4,1,1,55,Yes,1,37,0,4,3,3,24,3,No
4818,28,Female,Married,HR,Analyst,4,5791,42,8,9,0,3,1,4,83,Yes,5,36,10,4,1,2,4,3,No
4819,58,Female,Divorced,Finance,Executive,3,3995,33,2,13,8,4,4,1,57,No,7,45,2,4,2,4,28,4,No
4820,21,Male,Divorced,Finance,Assistant,4,5856,57,12,1,8,1,3,3,42,Yes,7,49,18,2,2,1,27,4,No
4821,27,Male,Married,Finance,Manager,4,10073,95,16,6,6,1,5,3,58,No,3,32,9,2,2,4,14,4,No
4822,26,Male,Single,Finance,Manager,2,12084,29,29,7,1,1,3,2,54,No,5,54,5,4,2,2,9,1,No
4823,58,Male,Single,HR,Executive,5,9179,83,8,9,3,1,2,2,36,No,5,57,9,3,3,3,4,4,No
4824,35,Female,Single,IT,Manager,5,3170,50,1,3,3,2,2,4,33,No,8,57,11,2,4,3,10,2,No
4825,54,Male,Single,Marketing,Analyst,4,3738,99,25,9,9,3,3,4,45,Yes,1,40,13,2,3,1,15,2,No
4826,49,Male,Married,IT,Manager,1,17933,56,17,7,4,4,2,4,47,Yes,4,36,15,3,2,1,3,4,No
4827,29,Male,Divorced,HR,Executive,2,4287,59,24,14,4,4,3,2,89,No,9,45,6,1,2,1,40,3,No
4828,57,Female,Married,Marketing,Assistant,4,9081,44,19,5,7,4,3,2,39,No,7,46,9,3,4,3,34,2,No
4829,37,Female,Divorced,Sales,Analyst,1,15435,53,20,12,2,3,3,1,19,No,4,50,7,4,2,4,7,2,Yes
4830,24,Female,Divorced,IT,Manager,3,7036,60,29,5,6,1,1,4,41,Yes,3,57,18,1,4,3,36,3,No
4831,48,Female,Married,HR,Analyst,2,7536,72,27,7,0,3,5,4,71,Yes,8,58,0,2,4,1,24,2,No
4832,58,Female,Married,HR,Assistant,5,13461,44,13,10,0,1,2,2,63,Yes,2,40,13,4,4,1,35,3,No
4833,53,Male,Single,HR,Manager,1,11849,70,26,6,2,3,5,3,22,No,2,47,17,3,3,4,12,4,No
4834,42,Female,Divorced,Marketing,Analyst,4,8334,99,23,8,0,1,5,4,50,No,4,55,3,3,4,1,31,1,No
4835,24,Female,Single,Finance,Executive,1,11767,68,15,10,0,3,3,1,98,Yes,8,41,3,4,3,2,34,3,No
4836,49,Female,Single,Sales,Executive,5,11491,51,26,10,2,2,5,1,11,No,8,49,12,4,1,3,29,4,Yes
4837,25,Male,Married,Marketing,Assistant,3,4892,36,13,9,8,2,3,4,50,No,3,40,4,3,2,3,42,4,No
4838,23,Male,Single,Marketing,Assistant,1,8481,38,3,6,4,2,2,2,2,Yes,7,30,9,2,1,3,46,2,No
4839,48,Female,Single,IT,Assistant,4,19607,83,16,3,3,2,4,2,6,Yes,2,57,4,1,2,3,17,3,No
4840,42,Male,Single,Sales,Manager,1,9720,47,9,12,6,1,5,4,36,Yes,3,52,8,3,1,1,8,3,Yes
4841,25,Female,Married,HR,Assistant,3,10654,31,19,9,1,3,5,1,19,No,3,43,3,3,3,1,36,3,No
4842,51,Male,Single,Marketing,Manager,1,6648,76,8,2,5,3,5,3,87,No,6,47,9,3,3,4,11,3,Yes
4843,37,Male,Single,Sales,Analyst,3,16685,26,8,5,9,4,3,3,57,Yes,8,32,9,1,3,3,38,1,No
4844,34,Female,Married,IT,Executive,3,8227,44,14,10,0,4,1,4,88,No,6,43,11,2,4,3,30,4,Yes
4845,59,Male,Married,Finance,Analyst,2,17758,27,19,13,3,2,3,4,18,Yes,6,36,7,1,4,3,27,2,No
4846,51,Female,Married,Sales,Executive,2,8511,20,13,4,5,4,3,3,26,Yes,4,54,7,1,2,3,6,4,No
4847,28,Female,Divorced,HR,Assistant,4,13050,81,3,2,9,2,3,2,76,Yes,4,32,1,1,2,4,41,3,No
4848,56,Female,Married,Marketing,Analyst,4,10393,25,26,14,3,4,2,4,85,Yes,4,59,5,2,3,2,23,3,Yes
4849,29,Male,Divorced,Finance,Analyst,4,14736,74,5,6,6,2,2,3,35,Yes,9,37,11,3,4,3,44,4,Yes
4850,39,Male,Married,IT,Assistant,3,17676,24,8,12,2,3,4,3,59,No,5,49,8,1,3,3,27,1,No
4851,25,Female,Married,HR,Analyst,3,4464,89,6,10,2,1,5,4,22,No,9,55,7,4,4,3,25,3,No
4852,22,Female,Married,Finance,Manager,2,15837,30,5,7,9,2,4,1,83,Yes,8,36,9,4,3,1,17,1,Yes
4853,30,Male,Divorced,IT,Executive,3,13276,98,21,2,7,4,1,4,29,No,5,40,16,2,3,1,22,2,Yes
4854,36,Female,Single,HR,Assistant,2,6705,56,27,13,1,4,2,2,82,Yes,6,31,0,2,1,1,45,3,No
4855,51,Male,Married,Marketing,Manager,1,17095,58,12,3,0,4,3,4,90,No,4,36,2,1,2,3,49,1,No
4856,23,Male,Divorced,IT,Manager,4,9912,33,6,14,4,2,2,3,38,No,2,57,11,4,3,3,22,4,Yes
4857,23,Male,Married,Finance,Assistant,4,3435,87,8,5,6,3,2,3,65,No,6,36,13,3,4,1,40,4,No
4858,36,Female,Single,HR,Analyst,5,13532,29,22,9,3,1,1,2,33,Yes,1,32,9,2,4,1,46,4,No
4859,38,Female,Divorced,Sales,Executive,2,7396,99,23,7,7,4,1,4,8,No,1,54,3,4,1,4,49,1,Yes
4860,24,Male,Married,HR,Manager,5,19013,53,25,12,0,4,5,3,84,Yes,5,49,15,1,3,1,44,4,No
4861,51,Female,Married,Finance,Analyst,4,16650,19,7,12,4,2,2,4,83,No,2,39,1,1,4,1,25,1,No
4862,41,Female,Married,Finance,Assistant,5,10122,45,14,3,1,1,1,1,71,Yes,2,57,2,2,3,2,27,1,No
4863,25,Male,Single,Sales,Assistant,1,15203,93,9,10,2,2,4,3,49,Yes,6,52,12,3,4,4,12,3,Yes
4864,54,Male,Divorced,Finance,Executive,5,12238,42,26,4,5,3,2,3,84,No,9,46,9,2,4,4,6,3,No
4865,41,Female,Married,HR,Assistant,1,18184,52,29,7,1,1,3,3,79,Yes,4,35,6,1,4,4,49,1,No
4866,20,Male,Married,IT,Executive,4,4418,66,17,11,7,3,5,1,0,No,6,42,19,3,4,4,16,1,No
4867,39,Female,Divorced,HR,Assistant,3,17768,29,19,1,3,2,2,4,1,Yes,1,42,12,2,2,3,47,1,No
4868,41,Male,Single,Finance,Assistant,2,14213,33,6,4,9,3,5,1,68,Yes,6,33,7,3,4,3,21,1,No
4869,30,Male,Single,Sales,Manager,5,11761,49,19,1,6,2,5,3,34,No,1,32,9,2,1,4,32,3,No
4870,32,Female,Single,Sales,Analyst,1,10160,96,27,14,4,4,1,3,73,Yes,2,50,18,1,2,4,26,3,No
4871,22,Female,Single,Marketing,Manager,4,11220,88,18,5,6,4,1,3,44,Yes,9,52,4,2,3,1,21,1,Yes
4872,28,Female,Single,Sales,Executive,4,10643,29,21,12,6,4,2,1,9,No,4,49,4,3,4,4,6,4,Yes
4873,31,Female,Married,Sales,Manager,3,14698,61,1,12,9,2,5,1,62,No,8,35,1,3,4,3,38,1,No
4874,42,Female,Married,Finance,Assistant,4,14396,70,5,2,1,2,4,4,25,Yes,4,49,16,3,4,4,34,3,Yes
4875,33,Male,Married,IT,Assistant,4,15402,34,13,9,5,2,1,4,78,No,1,54,1,4,1,3,17,4,Yes
4876,52,Male,Divorced,IT,Analyst,3,17972,89,11,13,7,3,1,2,2,Yes,4,54,10,1,1,4,18,1,Yes
4877,37,Female,Single,Finance,Executive,4,9418,23,24,3,7,4,1,3,78,No,8,49,5,2,2,4,17,4,Yes
4878,28,Male,Divorced,Sales,Assistant,1,9487,19,9,5,8,2,1,4,45,Yes,4,38,6,2,1,4,11,2,No
4879,42,Female,Single,HR,Analyst,5,7775,25,10,12,4,4,5,3,38,No,4,38,15,3,3,1,41,4,No
4880,29,Male,Single,IT,Analyst,5,4985,16,29,8,9,4,4,1,79,Yes,5,40,17,1,2,3,1,1,No
4881,38,Male,Divorced,Finance,Assistant,1,7816,66,22,14,2,2,1,2,49,No,4,40,5,2,2,2,25,4,Yes
4882,24,Female,Married,HR,Assistant,5,15223,34,20,8,4,2,4,3,59,No,6,33,17,2,1,1,45,1,No
4883,42,Female,Divorced,Sales,Executive,4,10205,35,19,9,5,3,5,3,86,No,9,35,18,1,1,4,47,2,Yes
4884,49,Female,Married,Finance,Analyst,5,3170,65,24,12,8,3,3,4,18,No,3,47,0,1,3,1,15,1,No
4885,44,Male,Single,IT,Analyst,5,6244,44,28,3,8,4,3,2,9,Yes,1,35,17,2,2,1,35,1,No
4886,47,Female,Married,HR,Analyst,4,18558,62,2,3,3,2,3,2,3,Yes,8,40,5,1,4,3,12,4,No
4887,53,Female,Single,HR,Executive,5,8975,15,8,4,9,2,2,1,96,Yes,4,53,7,1,1,3,41,3,No
4888,44,Female,Single,IT,Analyst,4,10769,49,23,6,4,2,4,1,38,Yes,9,46,11,3,1,2,22,3,No
4889,29,Female,Married,HR,Manager,3,11989,40,18,7,7,4,5,3,76,Yes,5,53,4,3,2,3,48,4,No
4890,33,Female,Single,IT,Manager,3,16739,23,18,12,8,2,2,4,74,Yes,1,40,10,3,4,3,23,2,No
4891,49,Female,Married,Finance,Analyst,5,9019,54,2,12,0,3,3,2,42,No,6,40,12,4,4,2,45,3,Yes
4892,44,Male,Divorced,Marketing,Manager,3,15932,35,15,1,2,1,3,4,71,No,8,55,17,4,2,3,2,1,No
4893,33,Male,Single,Sales,Manager,5,3321,94,17,2,3,1,3,2,92,Yes,8,47,14,2,2,3,48,4,No
4894,54,Male,Single,Finance,Executive,3,12260,26,23,3,8,3,5,1,97,No,9,59,10,2,4,4,45,1,No
4895,53,Male,Divorced,Sales,Analyst,5,11515,51,24,1,0,1,3,3,36,Yes,8,40,4,1,2,1,44,2,No
4896,29,Female,Single,Sales,Executive,2,8338,85,23,3,9,3,4,2,84,No,8,54,12,1,1,4,5,4,No
4897,54,Female,Divorced,IT,Analyst,1,13286,38,15,4,7,4,3,3,17,Yes,1,59,18,4,2,4,35,3,No
4898,30,Male,Divorced,Marketing,Assistant,3,11836,64,20,11,1,1,2,1,28,Yes,2,36,12,3,2,4,28,3,Yes
4899,30,Male,Single,Sales,Manager,4,6844,68,27,14,0,4,3,3,93,Yes,5,34,13,4,3,3,1,2,No
4900,40,Male,Divorced,Sales,Executive,1,12903,98,15,6,9,4,2,1,45,Yes,8,55,2,1,1,2,17,2,No
4901,40,Female,Divorced,Finance,Executive,5,13872,42,28,14,6,3,1,4,49,Yes,1,35,8,4,2,2,22,4,No
4902,41,Female,Divorced,Marketing,Assistant,1,11494,18,25,5,3,4,5,3,16,Yes,7,43,5,4,1,1,48,3,No
4903,26,Female,Single,Marketing,Assistant,4,6261,26,13,11,1,1,4,2,22,No,7,49,15,3,2,2,2,2,No
4904,36,Male,Divorced,Sales,Manager,4,17234,81,18,6,3,1,3,3,5,Yes,1,48,16,2,4,3,1,3,No
4905,21,Male,Married,Marketing,Manager,5,13816,51,21,13,9,3,3,4,90,Yes,7,30,6,4,3,4,37,1,No
4906,31,Male,Married,Finance,Analyst,3,16151,18,15,9,1,4,3,4,34,No,6,36,9,4,2,1,29,3,No
4907,37,Male,Divorced,IT,Analyst,3,3335,29,18,1,3,2,3,2,36,Yes,4,43,4,1,2,1,16,4,No
4908,30,Male,Married,Sales,Assistant,2,4852,42,19,14,1,4,2,2,88,No,9,41,15,3,3,4,47,3,Yes
4909,35,Female,Single,HR,Manager,4,7755,51,18,13,6,1,5,2,48,Yes,4,48,8,3,3,3,24,3,No
4910,37,Female,Divorced,Sales,Manager,2,5000,23,24,3,2,1,2,1,2,No,2,46,17,1,2,1,45,4,No
4911,54,Female,Single,Sales,Assistant,4,15899,28,15,14,6,1,3,2,39,Yes,4,53,19,2,2,2,34,3,No
4912,45,Female,Married,IT,Assistant,2,8238,81,10,8,1,4,2,3,59,No,4,36,6,1,4,2,44,1,No
4913,35,Female,Married,HR,Executive,3,10788,96,29,9,3,2,3,1,34,Yes,9,47,5,3,1,2,47,1,No
4914,25,Male,Married,HR,Assistant,4,8132,64,22,11,6,1,1,2,39,Yes,7,41,14,4,2,1,7,1,No
4915,31,Female,Married,HR,Executive,3,3749,92,21,2,5,4,2,2,58,No,5,44,19,3,4,3,18,3,No
4916,32,Male,Single,IT,Analyst,1,13935,39,21,14,2,3,5,1,3,No,7,38,2,2,3,2,11,4,Yes
4917,23,Female,Divorced,Marketing,Assistant,3,19049,53,16,10,7,4,1,1,40,No,4,38,3,2,4,4,23,2,Yes
4918,58,Male,Single,HR,Assistant,4,12491,40,9,14,8,1,4,2,54,Yes,6,46,7,3,2,2,44,4,No
4919,21,Male,Divorced,Marketing,Assistant,1,11495,74,2,5,3,1,2,1,4,Yes,1,37,8,2,4,3,13,4,Yes
4920,45,Male,Married,Finance,Executive,2,5915,66,13,13,8,1,2,2,64,No,4,32,17,3,3,2,14,2,No
4921,46,Male,Married,IT,Assistant,5,8956,84,1,3,2,1,4,2,30,No,6,49,4,3,4,1,18,3,No
4922,46,Male,Married,Marketing,Assistant,4,10579,40,22,10,1,1,5,2,59,Yes,4,43,8,3,1,1,2,4,No
4923,34,Male,Married,HR,Manager,5,11227,62,24,2,7,4,1,4,42,No,6,40,18,3,1,3,45,2,No
4924,27,Female,Single,HR,Manager,5,15709,68,8,13,9,4,4,1,8,Yes,5,45,13,4,3,1,48,2,No
4925,26,Male,Divorced,Marketing,Manager,1,13577,55,6,12,5,2,5,3,90,Yes,4,41,10,4,1,4,2,4,No
4926,59,Male,Divorced,Marketing,Assistant,2,18872,15,19,11,7,4,1,4,57,Yes,4,50,18,2,1,1,4,3,No
4927,31,Female,Married,Finance,Manager,3,3080,35,19,11,2,1,5,4,15,Yes,4,48,14,3,4,1,17,2,Yes
4928,32,Male,Single,IT,Analyst,1,12694,92,2,9,7,4,5,3,69,Yes,9,33,17,1,1,3,14,4,No
